asset_id,dr7objid,specobjid,dr8objid,ra,dec,rastring,decstring,sample,gz2class,total_classifications,total_votes,t01_smooth_or_features_a01_smooth_count,t01_smooth_or_features_a01_smooth_weight,t01_smooth_or_features_a01_smooth_fraction,t01_smooth_or_features_a01_smooth_weighted_fraction,t01_smooth_or_features_a01_smooth_debiased,t01_smooth_or_features_a01_smooth_flag,t01_smooth_or_features_a02_features_or_disk_count,t01_smooth_or_features_a02_features_or_disk_weight,t01_smooth_or_features_a02_features_or_disk_fraction,t01_smooth_or_features_a02_features_or_disk_weighted_fraction,t01_smooth_or_features_a02_features_or_disk_debiased,t01_smooth_or_features_a02_features_or_disk_flag,t01_smooth_or_features_a03_star_or_artifact_count,t01_smooth_or_features_a03_star_or_artifact_weight,t01_smooth_or_features_a03_star_or_artifact_fraction,t01_smooth_or_features_a03_star_or_artifact_weighted_fraction,t01_smooth_or_features_a03_star_or_artifact_debiased,t01_smooth_or_features_a03_star_or_artifact_flag,t02_edgeon_a04_yes_count,t02_edgeon_a04_yes_weight,t02_edgeon_a04_yes_fraction,t02_edgeon_a04_yes_weighted_fraction,t02_edgeon_a04_yes_debiased,t02_edgeon_a04_yes_flag,t02_edgeon_a05_no_count,t02_edgeon_a05_no_weight,t02_edgeon_a05_no_fraction,t02_edgeon_a05_no_weighted_fraction,t02_edgeon_a05_no_debiased,t02_edgeon_a05_no_flag,t03_bar_a06_bar_count,t03_bar_a06_bar_weight,t03_bar_a06_bar_fraction,t03_bar_a06_bar_weighted_fraction,t03_bar_a06_bar_debiased,t03_bar_a06_bar_flag,t03_bar_a07_no_bar_count,t03_bar_a07_no_bar_weight,t03_bar_a07_no_bar_fraction,t03_bar_a07_no_bar_weighted_fraction,t03_bar_a07_no_bar_debiased,t03_bar_a07_no_bar_flag,t04_spiral_a08_spiral_count,t04_spiral_a08_spiral_weight,t04_spiral_a08_spiral_fraction,t04_spiral_a08_spiral_weighted_fraction,t04_spiral_a08_spiral_debiased,t04_spiral_a08_spiral_flag,t04_spiral_a09_no_spiral_count,t04_spiral_a09_no_spiral_weight,t04_spiral_a09_no_spiral_fraction,t04_spiral_a09_no_spiral_weighted_fraction,t04_spiral_a09_no_spiral_debiased,t04_spiral_a09_no_spiral_flag,t05_bulge_prominence_a10_no_bulge_count,t05_bulge_prominence_a10_no_bulge_weight,t05_bulge_prominence_a10_no_bulge_fraction,t05_bulge_prominence_a10_no_bulge_weighted_fraction,t05_bulge_prominence_a10_no_bulge_debiased,t05_bulge_prominence_a10_no_bulge_flag,t05_bulge_prominence_a11_just_noticeable_count,t05_bulge_prominence_a11_just_noticeable_weight,t05_bulge_prominence_a11_just_noticeable_fraction,t05_bulge_prominence_a11_just_noticeable_weighted_fraction,t05_bulge_prominence_a11_just_noticeable_debiased,t05_bulge_prominence_a11_just_noticeable_flag,t05_bulge_prominence_a12_obvious_count,t05_bulge_prominence_a12_obvious_weight,t05_bulge_prominence_a12_obvious_fraction,t05_bulge_prominence_a12_obvious_weighted_fraction,t05_bulge_prominence_a12_obvious_debiased,t05_bulge_prominence_a12_obvious_flag,t05_bulge_prominence_a13_dominant_count,t05_bulge_prominence_a13_dominant_weight,t05_bulge_prominence_a13_dominant_fraction,t05_bulge_prominence_a13_dominant_weighted_fraction,t05_bulge_prominence_a13_dominant_debiased,t05_bulge_prominence_a13_dominant_flag,t06_odd_a14_yes_count,t06_odd_a14_yes_weight,t06_odd_a14_yes_fraction,t06_odd_a14_yes_weighted_fraction,t06_odd_a14_yes_debiased,t06_odd_a14_yes_flag,t06_odd_a15_no_count,t06_odd_a15_no_weight,t06_odd_a15_no_fraction,t06_odd_a15_no_weighted_fraction,t06_odd_a15_no_debiased,t06_odd_a15_no_flag,t07_rounded_a16_completely_round_count,t07_rounded_a16_completely_round_weight,t07_rounded_a16_completely_round_fraction,t07_rounded_a16_completely_round_weighted_fraction,t07_rounded_a16_completely_round_debiased,t07_rounded_a16_completely_round_flag,t07_rounded_a17_in_between_count,t07_rounded_a17_in_between_weight,t07_rounded_a17_in_between_fraction,t07_rounded_a17_in_between_weighted_fraction,t07_rounded_a17_in_between_debiased,t07_rounded_a17_in_between_flag,t07_rounded_a18_cigar_shaped_count,t07_rounded_a18_cigar_shaped_weight,t07_rounded_a18_cigar_shaped_fraction,t07_rounded_a18_cigar_shaped_weighted_fraction,t07_rounded_a18_cigar_shaped_debiased,t07_rounded_a18_cigar_shaped_flag,t08_odd_feature_a19_ring_count,t08_odd_feature_a19_ring_weight,t08_odd_feature_a19_ring_fraction,t08_odd_feature_a19_ring_weighted_fraction,t08_odd_feature_a19_ring_debiased,t08_odd_feature_a19_ring_flag,t08_odd_feature_a20_lens_or_arc_count,t08_odd_feature_a20_lens_or_arc_weight,t08_odd_feature_a20_lens_or_arc_fraction,t08_odd_feature_a20_lens_or_arc_weighted_fraction,t08_odd_feature_a20_lens_or_arc_debiased,t08_odd_feature_a20_lens_or_arc_flag,t08_odd_feature_a21_disturbed_count,t08_odd_feature_a21_disturbed_weight,t08_odd_feature_a21_disturbed_fraction,t08_odd_feature_a21_disturbed_weighted_fraction,t08_odd_feature_a21_disturbed_debiased,t08_odd_feature_a21_disturbed_flag,t08_odd_feature_a22_irregular_count,t08_odd_feature_a22_irregular_weight,t08_odd_feature_a22_irregular_fraction,t08_odd_feature_a22_irregular_weighted_fraction,t08_odd_feature_a22_irregular_debiased,t08_odd_feature_a22_irregular_flag,t08_odd_feature_a23_other_count,t08_odd_feature_a23_other_weight,t08_odd_feature_a23_other_fraction,t08_odd_feature_a23_other_weighted_fraction,t08_odd_feature_a23_other_debiased,t08_odd_feature_a23_other_flag,t08_odd_feature_a24_merger_count,t08_odd_feature_a24_merger_weight,t08_odd_feature_a24_merger_fraction,t08_odd_feature_a24_merger_weighted_fraction,t08_odd_feature_a24_merger_debiased,t08_odd_feature_a24_merger_flag,t08_odd_feature_a38_dust_lane_count,t08_odd_feature_a38_dust_lane_weight,t08_odd_feature_a38_dust_lane_fraction,t08_odd_feature_a38_dust_lane_weighted_fraction,t08_odd_feature_a38_dust_lane_debiased,t08_odd_feature_a38_dust_lane_flag,t09_bulge_shape_a25_rounded_count,t09_bulge_shape_a25_rounded_weight,t09_bulge_shape_a25_rounded_fraction,t09_bulge_shape_a25_rounded_weighted_fraction,t09_bulge_shape_a25_rounded_debiased,t09_bulge_shape_a25_rounded_flag,t09_bulge_shape_a26_boxy_count,t09_bulge_shape_a26_boxy_weight,t09_bulge_shape_a26_boxy_fraction,t09_bulge_shape_a26_boxy_weighted_fraction,t09_bulge_shape_a26_boxy_debiased,t09_bulge_shape_a26_boxy_flag,t09_bulge_shape_a27_no_bulge_count,t09_bulge_shape_a27_no_bulge_weight,t09_bulge_shape_a27_no_bulge_fraction,t09_bulge_shape_a27_no_bulge_weighted_fraction,t09_bulge_shape_a27_no_bulge_debiased,t09_bulge_shape_a27_no_bulge_flag,t10_arms_winding_a28_tight_count,t10_arms_winding_a28_tight_weight,t10_arms_winding_a28_tight_fraction,t10_arms_winding_a28_tight_weighted_fraction,t10_arms_winding_a28_tight_debiased,t10_arms_winding_a28_tight_flag,t10_arms_winding_a29_medium_count,t10_arms_winding_a29_medium_weight,t10_arms_winding_a29_medium_fraction,t10_arms_winding_a29_medium_weighted_fraction,t10_arms_winding_a29_medium_debiased,t10_arms_winding_a29_medium_flag,t10_arms_winding_a30_loose_count,t10_arms_winding_a30_loose_weight,t10_arms_winding_a30_loose_fraction,t10_arms_winding_a30_loose_weighted_fraction,t10_arms_winding_a30_loose_debiased,t10_arms_winding_a30_loose_flag,t11_arms_number_a31_1_count,t11_arms_number_a31_1_weight,t11_arms_number_a31_1_fraction,t11_arms_number_a31_1_weighted_fraction,t11_arms_number_a31_1_debiased,t11_arms_number_a31_1_flag,t11_arms_number_a32_2_count,t11_arms_number_a32_2_weight,t11_arms_number_a32_2_fraction,t11_arms_number_a32_2_weighted_fraction,t11_arms_number_a32_2_debiased,t11_arms_number_a32_2_flag,t11_arms_number_a33_3_count,t11_arms_number_a33_3_weight,t11_arms_number_a33_3_fraction,t11_arms_number_a33_3_weighted_fraction,t11_arms_number_a33_3_debiased,t11_arms_number_a33_3_flag,t11_arms_number_a34_4_count,t11_arms_number_a34_4_weight,t11_arms_number_a34_4_fraction,t11_arms_number_a34_4_weighted_fraction,t11_arms_number_a34_4_debiased,t11_arms_number_a34_4_flag,t11_arms_number_a36_more_than_4_count,t11_arms_number_a36_more_than_4_weight,t11_arms_number_a36_more_than_4_fraction,t11_arms_number_a36_more_than_4_weighted_fraction,t11_arms_number_a36_more_than_4_debiased,t11_arms_number_a36_more_than_4_flag,t11_arms_number_a37_cant_tell_count,t11_arms_number_a37_cant_tell_weight,t11_arms_number_a37_cant_tell_fraction,t11_arms_number_a37_cant_tell_weighted_fraction,t11_arms_number_a37_cant_tell_debiased,t11_arms_number_a37_cant_tell_flag,umap_x,umap_y,cluster,smooth,disk,spiral,bar,merger,disturbed,ring,irregular,bulge
260773,587739608634032254,2.3756906430464266e+18,1.237665329858937e+18,202.65233,31.035612,13:30:36.56,+31:02:08.2,extra,Sb,32,144,22,22.0,0.688,0.688,0.41555327,0,10,10.0,0.312,0.312,0.50907344,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,10,10.0,1.0,1.0,1.0,0,2,2.0,0.2,0.2,0.17054118,0,8,8.0,0.8,0.8,0.82995415,1,6,6.0,0.6,0.6,0.4055766,0,4,4.0,0.4,0.4,0.59056896,0,0,0.0,0.0,0.0,0.0,0,7,7.0,0.7,0.7,0.4344537,0,3,3.0,0.3,0.3,0.56555885,0,0,0.0,0.0,0.0,0.0,0,6,6.0,0.182,0.182,0.21132165,0,27,27.0,0.818,0.818,0.78904337,0,1,1.0,0.045,0.045,0.060452722,0,17,17.0,0.773,0.773,0.8179735,1,4,4.0,0.182,0.182,0.182,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.2,0.2,0.2,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.2,0.2,0.2,0,3,3.0,0.6,0.6,0.6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,2.0,0.333,0.333,0.33008948,0,2,2.0,0.333,0.333,0.32873917,0,2,2.0,0.333,0.333,0.3435318,0,1,1.0,0.167,0.167,0.18206306,0,5,5.0,0.833,0.833,0.8183001,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2.1299326,5.40167,653,0.688,0.312,0.6,0.2,0.0,0.0,0.0,0.2,0.3
208868,588017115050999946,1.6494865710632407e+18,1.237661361299194e+18,205.97412,45.210854,13:43:53.79,+45:12:39.1,original,Ei,51,161,47,47.0,0.922,0.938,0.6801593,0,3,3.0,0.059,0.06,0.24868743,0,1,0.099,0.02,0.002,0.0018564295,0,0,0.0,0.0,0.0,0.0,0,3,3.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,3,3.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,3,3.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3,3.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.02,0.02,0.038527757,0,49,49.0,0.98,0.98,0.95357615,1,0,0.0,0.0,0.0,0.0,0,34,34.0,0.723,0.723,0.6695035,0,13,13.0,0.277,0.277,0.19650692,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,-2.8131845,7.1683965,211,0.922,0.059,0.0,0.0,1.0,0.0,0.0,0.0,1.0
204909,588013384336212234,1.347814383438293e+18,1.2376576305844063e+18,127.982895,36.550777,08:31:55.89,+36:33:02.8,original,SBc?m(i),48,330,9,9.0,0.188,0.191,0.09411667,0,38,38.0,0.792,0.808,0.95699745,1,1,0.021,0.021,0.0,0.0,0,4,4.0,0.105,0.105,0.10128294,0,34,34.0,0.895,0.895,0.91677976,1,25,25.0,0.735,0.735,0.648566,0,9,9.0,0.265,0.265,0.3457116,0,29,29.0,0.853,0.853,0.9221542,1,5,5.0,0.147,0.147,0.08346052,0,0,0.0,0.0,0.0,0.0,0,18,18.0,0.529,0.529,0.6389808,0,11,11.0,0.324,0.324,0.27451742,0,5,5.0,0.147,0.147,0.08856342,0,24,24.0,0.511,0.511,0.5217085,0,23,23.0,0.489,0.489,0.47100666,0,1,1.0,0.111,0.111,0.09610095,0,8,8.0,0.889,0.889,0.889,0,0,0.0,0.0,0.0,0.0,0,5,5.0,0.208,0.208,0.208,0,0,0.0,0.0,0.0,0.0,0,5,5.0,0.208,0.208,0.208,0,13,13.0,0.542,0.542,0.542,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.042,0.042,0.042,0,0,0.0,0.0,0.0,0.0,0,3,3.0,0.75,0.75,0.75,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.25,0.25,0.25,0,9,9.0,0.31,0.31,0.3720302,0,15,15.0,0.517,0.517,0.46002585,0,5,5.0,0.172,0.172,0.17217217,0,9,9.0,0.31,0.31,0.3103103,0,5,5.0,0.172,0.172,0.14701816,0,3,3.0,0.103,0.103,0.1031031,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,12,12.0,0.414,0.414,0.4382044,0,1.0818253,2.9045563,439,0.188,0.792,0.853,0.735,0.042,0.208,0.208,0.542,0.324
284707,587731513679937666,4.4823463677502464e+17,1.2376572349048425e+18,19.81127,0.7378095,01:19:14.70,+00:44:16.1,stripe82,Ser,47,174,20,20.0,0.426,0.431,0.16607729,0,27,26.421,0.574,0.569,0.91416746,1,0,0.0,0.0,0.0,0.0,0,25,24.421,0.926,0.924,0.8738111,1,2,2.0,0.074,0.076,0.13091853,0,1,1.0,0.5,0.5,0.4232143,0,1,1.0,0.5,0.5,0.57350165,0,1,1.0,0.5,0.5,0.3747943,0,1,1.0,0.5,0.5,0.6270365,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.5,0.5,0.31249234,0,1,1.0,0.5,0.5,0.68748087,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,47,46.421,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,20,20.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,16,15.421,0.64,0.631,0.599488,0,3,3.0,0.12,0.123,0.123,0,6,6.0,0.24,0.246,0.2767732,0,0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.22875255,5.420686,650,0.426,0.574,0.5,0.5,0.0,0.0,0.0,0.0,0.5
151005,587741490909020362,2.4917850576189133e+18,1.237667212133925e+18,168.95688,29.464657,11:15:49.65,+29:27:52.8,original,Sc,50,215,30,30.0,0.6,0.601,0.20551983,0,16,16.0,0.32,0.321,0.88490665,1,4,3.892,0.08,0.078,0.022191122,0,0,0.0,0.0,0.0,0.0,0,16,16.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,16,16.0,1.0,1.0,1.0,1,6,6.0,0.375,0.375,0.36134902,0,10,10.0,0.625,0.625,0.635902,0,5,5.0,0.333,0.333,0.14817995,0,10,10.0,0.667,0.667,0.8490463,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,17,17.0,0.378,0.378,0.5003223,0,28,28.0,0.622,0.622,0.5087743,0,26,26.0,0.867,0.867,0.91332173,1,4,4.0,0.133,0.133,0.112902306,0,0,0.0,0.0,0.0,0.0,0,2,2.0,0.118,0.118,0.118,0,3,3.0,0.176,0.176,0.176,0,6,6.0,0.353,0.353,0.353,0,5,5.0,0.294,0.294,0.294,0,1,1.0,0.059,0.059,0.059,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,4,4.0,0.8,0.8,0.85776424,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.2,0.2,0.14198887,0,2,2.0,0.4,0.4,0.32371163,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3,3.0,0.6,0.6,0.67903,0,5.645465,3.2806578,122,0.6,0.32,0.375,0.0,0.0,0.353,0.118,0.294,0.0
8862,587725550660157634,4.954108340428083e+17,1.2376512718850624e+18,124.27591,48.455547,08:17:06.22,+48:27:20.0,original,Ei,44,143,38,38.0,0.864,0.883,0.6682061,0,4,4.0,0.091,0.093,0.34083596,0,2,1.023,0.045,0.024,0.040426325,0,0,0.0,0.0,0.0,0.0,0,4,4.0,1.0,1.0,1.0,0,1,1.0,0.25,0.25,0.33111757,0,3,3.0,0.75,0.75,0.6621185,0,0,0.0,0.0,0.0,0.0,0,4,4.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3,3.0,0.75,0.75,0.84053785,0,1,1.0,0.25,0.25,0.15946215,0,3,3.0,0.071,0.071,0.078502685,0,39,39.0,0.929,0.929,0.91134155,1,19,19.0,0.5,0.5,0.4598058,0,19,19.0,0.5,0.5,0.5900785,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,2.0,0.667,0.667,0.667,0,1,1.0,0.333,0.333,0.333,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,-2.551312,6.7373853,289,0.864,0.091,0.0,0.25,0.333,0.0,0.0,0.0,0.75
253877,587733605331173614,1.3083067316290458e+18,1.2376593265560783e+18,221.46469,55.095592,14:45:51.53,+55:05:44.1,extra,Sc?t(i),43,202,23,23.0,0.535,0.56,0.14908795,0,16,15.024,0.372,0.366,0.8776393,1,4,3.053,0.093,0.074,0.027061524,0,1,0.024,0.062,0.002,0.001954374,0,15,15.0,0.938,0.998,0.998095,0,0,0.0,0.0,0.0,0.0,0,15,15.0,1.0,1.0,1.0,1,9,9.0,0.6,0.6,0.733543,0,6,6.0,0.4,0.4,0.26424265,0,3,3.0,0.2,0.2,0.100454174,0,7,7.0,0.467,0.467,0.45439127,0,3,3.0,0.2,0.2,0.13696943,0,2,2.0,0.133,0.133,0.10314213,0,17,16.024,0.436,0.421,0.48047423,0,22,22.0,0.564,0.579,0.4796588,0,15,15.0,0.652,0.652,0.6896194,0,8,8.0,0.348,0.348,0.28188068,0,0,0.0,0.0,0.0,0.0,0,1,0.024,0.059,0.001,0.0027316979,0,2,2.0,0.118,0.125,0.12512513,0,3,3.0,0.176,0.187,0.18641703,0,7,7.0,0.412,0.437,0.43946692,0,1,1.0,0.059,0.062,0.060833327,0,3,3.0,0.176,0.187,0.18297586,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.024,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,7,7.0,0.778,0.778,0.8520948,0,2,2.0,0.222,0.222,0.122644275,0,0,0.0,0.0,0.0,0.0,0,3,3.0,0.333,0.333,0.152229,0,3,3.0,0.333,0.333,0.275941,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3,3.0,0.333,0.333,0.56162137,0,4.7909436,2.3534315,-1,0.535,0.372,0.6,0.0,0.176,0.176,0.059,0.412,0.2
61098,587732769977270376,1.3770097175864545e+18,1.2376584912021752e+18,172.05373,8.57877,11:28:12.89,+08:34:43.6,original,Sb2m,45,310,7,7.0,0.156,0.158,0.05383428,0,37,37.0,0.822,0.835,0.9813599,1,1,0.327,0.022,0.007,0.002719586,0,3,3.0,0.081,0.081,0.093903944,0,34,34.0,0.919,0.919,0.9080889,1,4,4.0,0.118,0.118,0.08958508,0,30,30.0,0.882,0.882,0.90883976,1,34,34.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,9,9.0,0.265,0.265,0.19921103,0,22,22.0,0.647,0.647,0.7360918,0,3,3.0,0.088,0.088,0.06168929,0,4,4.0,0.091,0.091,0.09484669,0,40,40.0,0.909,0.909,0.8938314,1,0,0.0,0.0,0.0,0.0,0,5,5.0,0.714,0.714,0.75585157,0,2,2.0,0.286,0.286,0.21816283,0,2,2.0,0.5,0.5,0.480526,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.25,0.25,0.25915116,0,1,1.0,0.25,0.25,0.26032,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3,3.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,5,5.0,0.147,0.147,0.19856887,0,22,22.0,0.647,0.647,0.6270475,0,7,7.0,0.206,0.206,0.1485062,0,1,1.0,0.029,0.029,0.019019432,0,32,32.0,0.941,0.941,0.93708074,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.029,0.029,0.042360187,0,-0.3603371,4.7724566,555,0.156,0.822,1.0,0.118,0.0,0.0,0.5,0.25,0.647
31475,587729159515013429,6.61053362644478e+17,1.237654880739918e+18,221.63344,4.3152266,14:46:32.03,+04:18:54.8,original,Sd(i),31,136,19,19.0,0.613,0.632,0.31819063,0,10,10.0,0.323,0.333,0.5835282,0,2,1.073,0.065,0.036,0.028833183,0,0,0.0,0.0,0.0,0.0,0,10,10.0,1.0,1.0,1.0,0,1,1.0,0.1,0.1,0.07788189,0,9,9.0,0.9,0.9,0.9234447,1,2,2.0,0.2,0.2,0.22772114,0,8,8.0,0.8,0.8,0.76843137,0,7,7.0,0.7,0.7,0.61519873,0,3,3.0,0.3,0.3,0.42187405,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,13,13.0,0.448,0.448,0.54202694,0,16,16.0,0.552,0.552,0.47969037,0,8,8.0,0.421,0.421,0.5186707,0,11,11.0,0.579,0.579,0.579,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6,6.0,0.462,0.462,0.462,0,5,5.0,0.385,0.385,0.385,0,2,2.0,0.154,0.154,0.154,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.5,0.5,0.49734065,0,1,1.0,0.5,0.5,0.5097028,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.5,0.5,0.6383608,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.5,0.5,0.38174933,0,8.819332,3.0274093,274,0.613,0.323,0.2,0.1,0.154,0.0,0.0,0.462,0.0
65850,587733398096904252,1.1754813255917507e+18,1.237659119321809e+18,211.2284,51.7418,14:04:54.81,+51:44:30.5,original,Er,38,134,34,34.0,0.895,0.901,0.70488995,0,3,3.0,0.079,0.079,0.29866937,0,1,0.75,0.026,0.02,0.035790917,0,0,0.0,0.0,0.0,0.0,0,3,3.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,3,3.0,1.0,1.0,1.0,0,2,2.0,0.667,0.667,0.6604524,0,1,1.0,0.333,0.333,0.3338999,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3,3.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,9,9.0,0.243,0.243,0.2965121,0,28,28.0,0.757,0.757,0.6728369,0,33,33.0,0.971,0.971,0.974653,1,1,1.0,0.029,0.029,0.019071741,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.111,0.111,0.111,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6,6.0,0.667,0.667,0.667,0,2,2.0,0.222,0.222,0.222,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.5,0.5,0.7258059,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.5,0.5,0.27412182,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.5,0.5,0.26713574,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.5,0.5,0.77957773,0,0,0.0,0.0,0.0,0.0,0,-0.16881949,7.3973227,131,0.895,0.079,0.667,0.0,0.222,0.0,0.0,0.0,1.0
