asset_id,cluster,umap_x,umap_y,smooth,disk,spiral,bar,merger,disturbed,ring,irregular,bulge
260773,-1,3.0201626,5.541587,0.688,0.312,0.6,0.2,0.0,0.0,0.0,0.2,0.3
208868,-1,-1.799032,7.2697186,0.922,0.059,0.0,0.0,1.0,0.0,0.0,0.0,1.0
204909,-1,1.9412789,3.3439317,0.188,0.792,0.853,0.735,0.042,0.208,0.208,0.542,0.324
284707,-1,1.1531976,5.9222364,0.426,0.574,0.5,0.5,0.0,0.0,0.0,0.0,0.5
151005,-1,6.333193,3.205552,0.6,0.32,0.375,0.0,0.0,0.353,0.118,0.294,0.0
8862,-1,-1.527697,6.9563117,0.864,0.091,0.0,0.25,0.333,0.0,0.0,0.0,0.75
253877,-1,5.3372817,2.4257026,0.535,0.372,0.6,0.0,0.176,0.176,0.059,0.412,0.2
61098,-1,0.42310777,5.332708,0.156,0.822,1.0,0.118,0.0,0.0,0.5,0.25,0.647
31475,-1,9.517167,2.7090034,0.613,0.323,0.2,0.1,0.154,0.0,0.0,0.462,0.0
65850,-1,0.4382196,8.502046,0.895,0.079,0.667,0.0,0.222,0.0,0.0,0.0,1.0
190766,-1,7.6785045,2.5775118,0.857,0.102,0.6,0.0,0.0,0.667,0.333,0.0,0.2
229179,-1,6.5191417,2.3183098,0.25,0.714,0.833,0.833,0.2,0.4,0.0,0.2,0.056
24360,-1,0.15657875,5.823108,0.783,0.152,0.0,0.0,0.0,0.5,0.0,0.5,0.833
245917,-1,-3.3052661,8.069232,0.911,0.044,0.0,0.5,0.0,0.0,0.0,0.0,0.5
88930,-1,4.0166035,4.6061354,0.667,0.303,1.0,0.091,0.0,0.333,0.0,0.333,0.091
81771,-1,-3.6563363,7.6411266,0.822,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.833
284171,-1,-0.9472764,7.901444,0.125,0.875,0.683,0.976,0.0,0.04,0.8,0.04,0.512
217983,-1,0.42117748,9.087108,0.822,0.133,0.4,0.6,0.091,0.364,0.0,0.545,0.8
160577,-1,5.0132966,4.7395973,0.654,0.346,0.0,0.0,0.0,0.333,0.0,0.333,0.0
92629,-1,-1.9722701,7.366155,0.769,0.205,0.375,0.0,0.0,0.0,0.0,0.0,0.375
251097,-1,7.984273,2.6422095,0.459,0.432,0.312,0.188,0.062,0.125,0.062,0.562,0.125
190610,15,-2.5885339,4.385268,0.978,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
116363,-1,-2.2567978,7.548765,0.902,0.049,0.0,0.0,0.125,0.0,0.0,0.0,0.5
294752,-1,3.4946995,3.9914038,0.6,0.35,0.538,0.077,0.0,0.0,0.5,0.0,0.692
114032,-1,1.9306068,4.4088335,0.184,0.789,0.909,0.182,0.0,0.167,0.167,0.333,0.591
263888,-1,8.547253,2.7957704,0.528,0.444,0.364,0.273,0.0,0.182,0.0,0.636,0.0
69224,-1,-0.7864769,8.186108,0.692,0.256,0.2,0.0,0.0,0.0,0.3,0.0,0.8
153423,-1,-3.2299378,7.4957385,0.909,0.045,0.5,0.0,0.0,0.0,0.0,0.0,1.0
217501,0,-1.6168557,6.5018873,0.2,0.8,0.071,0.286,0.0,0.0,1.0,0.0,0.786
89731,-1,1.4579939,7.8568234,0.55,0.45,0.444,0.0,0.133,0.333,0.0,0.267,0.222
206163,-1,-2.5427587,4.3349166,0.702,0.234,0.0,0.25,0.211,0.211,0.026,0.474,0.375
4836,-1,6.4529943,3.395526,0.857,0.143,0.167,0.167,0.231,0.077,0.077,0.538,0.0
