asset_id,cluster,umap_x,umap_y,smooth,disk,spiral,bar,merger,disturbed,ring,irregular,bulge
260773,-1,15.296856,7.04836,0.688,0.312,0.6,0.2,0.0,0.0,0.0,0.2,0.3
208868,-1,15.378765,0.6949031,0.922,0.059,0.0,0.0,1.0,0.0,0.0,0.0,1.0
204909,-1,14.630763,4.6695776,0.188,0.792,0.853,0.735,0.042,0.208,0.208,0.542,0.324
284707,4,17.054821,7.245454,0.426,0.574,0.5,0.5,0.0,0.0,0.0,0.0,0.5
151005,6,10.396172,9.054339,0.6,0.32,0.375,0.0,0.0,0.353,0.118,0.294,0.0
8862,-1,15.519216,1.1670377,0.864,0.091,0.0,0.25,0.333,0.0,0.0,0.0,0.75
253877,-1,11.655833,9.593772,0.535,0.372,0.6,0.0,0.176,0.176,0.059,0.412,0.2
61098,-1,16.487724,8.374289,0.156,0.822,1.0,0.118,0.0,0.0,0.5,0.25,0.647
31475,6,8.1483,11.203464,0.613,0.323,0.2,0.1,0.154,0.0,0.0,0.462,0.0
65850,-1,15.442271,3.7942784,0.895,0.079,0.667,0.0,0.222,0.0,0.0,0.0,1.0
190766,6,9.4394865,9.910283,0.857,0.102,0.6,0.0,0.0,0.667,0.333,0.0,0.2
229179,6,10.45497,10.205672,0.25,0.714,0.833,0.833,0.2,0.4,0.0,0.2,0.056
24360,-1,14.25352,3.7227774,0.783,0.152,0.0,0.0,0.0,0.5,0.0,0.5,0.833
245917,-1,17.293146,0.49957186,0.911,0.044,0.0,0.5,0.0,0.0,0.0,0.0,0.5
88930,-1,12.991361,6.9921117,0.667,0.303,1.0,0.091,0.0,0.333,0.0,0.333,0.091
81771,-1,17.122747,0.22570801,0.822,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.833
284171,-1,14.359989,1.5824099,0.125,0.875,0.683,0.976,0.0,0.04,0.8,0.04,0.512
217983,-1,16.03386,3.691998,0.822,0.133,0.4,0.6,0.091,0.364,0.0,0.545,0.8
160577,-1,12.325417,7.5695047,0.654,0.346,0.0,0.0,0.0,0.333,0.0,0.333,0.0
92629,-1,14.765812,0.48423928,0.769,0.205,0.375,0.0,0.0,0.0,0.0,0.0,0.375
